Dates,"Capcom Co., Ltd. (TSE:9697) - Volume","Capcom Co., Ltd. (TSE:9697) - Share Pricing",Annotation,Announced/Completed Transactions,Company Forecasts and Ratings,Bankruptcy Updates,Corporate Structure Related,Dividends/Splits,Listing/Trading Related,Potential Transactions,Transaction Updates,Potential Red Flags/Distress Indicators,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
Sep-20-2019,5.60mm,682.75,,,,,,,,,,,,,,
Sep-24-2019,4.15mm,691.75,,,,,,,,,,,,,,
Sep-25-2019,4.35mm,708.50,,,,,,,,,,,,,,
Sep-26-2019,4.63mm,711.75,,,,,,,,,,,,,,
Sep-27-2019,2.54mm,708.00,,,,,,708,,,,,,,,
Sep-30-2019,3.05mm,715.75,,,,,,,,,,,,,,
Oct-01-2019,2.52mm,711.25,,,,,,,,,,,,,,
Oct-02-2019,4.01mm,696.50,,,,,,,,,,,,,,
Oct-03-2019,2.97mm,695.50,,,,,,,,,,,,,,
Oct-04-2019,1.91mm,692.00,,,,,,,,,,,,,,
Oct-07-2019,1.98mm,704.50,,,,,,,,,,,,,,
Oct-08-2019,2.52mm,705.50,,,,,,,,,,,,,,
Oct-09-2019,3.94mm,712.50,,,,,,,,,,,,,,
Oct-10-2019,2.45mm,712.00,,,,,,,,,,,,,,
Oct-11-2019,2.37mm,698.75,,,,,,,,,,,,,,
Oct-15-2019,2.09mm,704.75,,,,,,,,,,,,,,
Oct-16-2019,2.72mm,687.50,,,,,,,,,,,,,,
Oct-17-2019,2.33mm,690.25,,,,,,,,,,,,,,
Oct-18-2019,2.41mm,697.25,,,,,,,,,,,,,,
Oct-21-2019,1.37mm,697.25,,,,,,,,,,,,,,
Oct-22-2019,#N/A,697.25,,,,,,,,,,,,,,
Oct-23-2019,1.90mm,696.50,,,,,,,,,,,,,,
Oct-24-2019,2.18mm,701.25,,,,,,,,,,,,,,
Oct-25-2019,1.89mm,701.50,,,,,,,,,,,,,,
Oct-28-2019,3.28mm,699.75,,,,,,,,,,,,,,
Oct-29-2019,6.94mm,720.50,,,,,,720.5,,,,,,,720.5,
Oct-30-2019,19.64mm,660.25,,,,,,,,,,,,,,
Oct-31-2019,7.52mm,641.75,,,,,,,,,,,,,,
Nov-01-2019,4.66mm,639.00,,,,,,,,,,,,,,
Nov-05-2019,5.99mm,625.50,,,,,,,,,,,,,,
Nov-06-2019,3.73mm,634.50,,,,,,,,,,,,,,
Nov-07-2019,3.17mm,632.00,,,,,,,,,,,,,,
Nov-08-2019,4.85mm,623.75,,,,,,,,,,,,,,
Nov-11-2019,4.18mm,632.00,,,,,,,,,,,,,,
Nov-12-2019,3.30mm,636.75,,,,,,,,,,,,,,
Nov-13-2019,3.22mm,632.50,,,,,,,,,,,,,,
Nov-14-2019,2.41mm,631.25,,,,,,,,,,,,,,
Nov-15-2019,2.19mm,629.00,,,,,,,,,,,,,,
Nov-18-2019,2.67mm,633.25,,,,,,,,,,,,,,
Nov-19-2019,2.44mm,629.25,,,,,,,,,,,,,,
Nov-20-2019,4.79mm,647.75,,,,,,,,,,,,,,
Nov-21-2019,3.96mm,656.75,,,,,,,,,,,,,,
Nov-22-2019,2.91mm,654.50,,,,,,,,,,,,,,
Nov-25-2019,2.96mm,655.25,,,,,,,,,,,,,,
Nov-26-2019,4.30mm,659.00,,,,,,,,,,,,,,
Nov-27-2019,1.54mm,656.75,,,,,,,,,,,,,,
Nov-28-2019,1.22mm,651.25,,,,,,,,,,,,,,
Nov-29-2019,3.10mm,656.75,,,,,,,,,,,,,,
Dec-02-2019,1.42mm,655.75,,,,,,,,,,,,,,
Dec-03-2019,1.68mm,654.00,,,,,,,,,,,,,,
Dec-04-2019,3.85mm,676.25,,,,,,,,,,,,,,
Dec-05-2019,2.18mm,665.25,,,,,,,,,,,,,,
Dec-06-2019,1.69mm,668.25,,,,,,,,,,,,,,
Dec-09-2019,2.58mm,680.00,,,,,,,,,,,,,,
Dec-10-2019,2.24mm,680.25,,,,,,,,,,,,,,
Dec-11-2019,4.11mm,699.25,,,,,,,,,,,,,,
Dec-12-2019,6.63mm,727.25,,,,,,,,,,,,,,
Dec-13-2019,4.65mm,727.25,,,,,,,,,,,,,,
Dec-16-2019,3.26mm,727.75,,,,,,,,,,,,,,
Dec-17-2019,4.16mm,741.25,,,,,,,,,,,,,,
Dec-18-2019,4.55mm,771.25,,,,,,,,,,,,,,
Dec-19-2019,5.11mm,773.75,,,,,,,,,,,,,,
Dec-20-2019,2.55mm,770.00,,,,,,,,,,,,,,
Dec-23-2019,2.10mm,760.00,,,,,,,,,,,,,,
Dec-24-2019,1.07mm,763.75,,,,,,,,,,,,,,
Dec-25-2019,.85mm,761.25,,,,,,,,,,,,,,
Dec-26-2019,1.56mm,749.25,,,,,,,,,,,,,,
Dec-27-2019,1.22mm,761.25,,,,,,,,,,,,,,
Dec-30-2019,.78mm,757.50,,,,,,,,,,,,,,
Jan-06-2020,2.72mm,738.00,,,,,,,,,,,,,,
Jan-07-2020,2.09mm,746.50,,,,,,,,,,,,,,
Jan-08-2020,2.44mm,737.50,,,,,,,,,,,,,,
Jan-09-2020,2.56mm,748.75,,,,,,,,,,,,,,
Jan-10-2020,1.88mm,775.00,,,,,,,,,,,,,775,
Jan-14-2020,2.08mm,780.00,,,,,,,,,,,,,,
Jan-15-2020,1.95mm,762.50,,,,,,,,,,,,,,
Jan-16-2020,1.31mm,756.25,,,,,,,,,,,,,,
Jan-17-2020,3.23mm,733.75,,,,,,,,,,,,,,
Jan-20-2020,2.67mm,728.00,,,,,,,,,,,,,,
Jan-21-2020,2.04mm,733.25,,,,,,,,,,,,,,
Jan-22-2020,3.28mm,749.50,,,,,,,,,,,,,,
Jan-23-2020,2.33mm,758.75,,,,,,,,,,,,,,
Jan-24-2020,2.01mm,762.50,,,,,,,,,,,,,,
Jan-27-2020,1.84mm,752.50,,,,,,,,,,,,,,
Jan-28-2020,2.42mm,749.50,,,,,,,,,,,,,,
Jan-29-2020,2.33mm,760.00,,,,,,,,,,,,,,
Jan-30-2020,3.23mm,771.25,,,,,,,,,,,,,,
Jan-31-2020,3.81mm,777.50,,,,,,,,,,,,,,
Feb-03-2020,3.50mm,780.00,,,,,,,,,,,,,,
Feb-04-2020,3.85mm,797.50,,,,,,,,,,,,,797.5,
Feb-05-2020,5.83mm,838.75,,,,,,,,,,,,,,
Feb-06-2020,3.75mm,825.00,,,,,,,,,,,,,,
Feb-07-2020,1.51mm,821.25,,,,,,,,,,,,,,
Feb-10-2020,1.57mm,817.50,,,,,,,,,,,,,,
Feb-12-2020,1.47mm,818.75,,,,,,,,,,,,,,
Feb-13-2020,1.38mm,831.25,,,,,,,,,,,,,,
Feb-14-2020,1.28mm,828.75,,,,,,,,,,,,,,
Feb-17-2020,1.46mm,836.25,,,,,,,,,,,,,,
Feb-18-2020,1.39mm,832.50,,,,,,,,,,,,,,
Feb-19-2020,1.47mm,833.75,,,,,,,,,,,,,,
Feb-20-2020,4.17mm,863.75,,,,,,,,,,,,,,
Feb-21-2020,2.23mm,847.50,,,,,,,,,,,,,,
Feb-25-2020,2.66mm,836.25,,,,,,,,,,,,,,
Feb-26-2020,2.25mm,816.25,,,,,,,,,,,,,,
Feb-27-2020,3.40mm,785.00,,,,,,,,,,,,,,
Feb-28-2020,5.08mm,734.50,,,,,,,,,,,,,,
Mar-02-2020,4.91mm,768.75,,,,,,,,,,,,,,
Mar-03-2020,4.63mm,767.50,,,,,,,,,,,,,,
Mar-04-2020,2.02mm,775.00,,,,,,,,,,,,,,
Mar-05-2020,2.17mm,770.00,,,,,,,,,,,,,,
Mar-06-2020,2.23mm,752.50,,,,,,,,,,,,,,
Mar-09-2020,3.63mm,702.25,,,,,,,,,,,,,,
Mar-10-2020,4.26mm,734.00,,,,,,,,,,,,,,
Mar-11-2020,4.26mm,709.00,,,,,,,,,,,,,,
Mar-12-2020,4.23mm,682.25,,,,,,,,,,,,,,
Mar-13-2020,5.49mm,652.25,,,,,,,,,,,,,,
Mar-16-2020,3.73mm,646.50,,,,,,,,,,,,,,
Mar-17-2020,6.18mm,692.00,,,,,,,,,,,,,,
Mar-18-2020,6.70mm,744.50,,,,,,,,,,,,,,
Mar-19-2020,5.71mm,775.00,,,,,,,,,,,,,,
Mar-23-2020,6.16mm,723.00,,,,,,,,,,,,,,
Mar-24-2020,4.66mm,745.50,,,,,,,,,,,,,,
Mar-25-2020,4.17mm,780.00,,,,,,,,,,,,,,
Mar-26-2020,4.09mm,811.25,,,,,,,,,,,,,,
Mar-27-2020,3.53mm,847.50,,,,,,,,,,,,,,
Mar-30-2020,2.52mm,866.25,,,,,,866.25,,,,,,,,
Mar-31-2020,3.34mm,847.50,,,,,,,,,,,,,,
Apr-01-2020,4.25mm,827.50,,,,,,,,,,,,,,
Apr-02-2020,3.98mm,815.00,,,,,,,,,,,,,,
Apr-03-2020,3.34mm,833.75,,,,,,,,,,,,,,
Apr-06-2020,2.75mm,870.00,,,,,,,,,,,,,,
Apr-07-2020,2.58mm,860.00,,,,,,,,,,,,,,
Apr-08-2020,3.40mm,847.50,,,,,,,,,,,,,,
Apr-09-2020,4.11mm,815.00,,,,,,,,,,,,,,
Apr-10-2020,2.96mm,841.25,,,,,,,,,,,,,,
Apr-13-2020,2.54mm,832.50,,,,,,,,,,,,,,
Apr-14-2020,3.35mm,823.75,,,,,,,,,,,,,,
Apr-15-2020,3.37mm,857.50,,,,,,,,,,,,,,
Apr-16-2020,3.74mm,883.75,,,,,,,,,,,,,,
Apr-17-2020,3.78mm,858.75,,,,,,,,,,,,,,
Apr-20-2020,1.63mm,850.00,,,,,,,,,,,,,,
Apr-21-2020,2.11mm,840.00,,,,,,,,,,,,,,
Apr-22-2020,2.56mm,851.25,,,,,,,,,,,,,,
Apr-23-2020,1.61mm,845.00,,,,,,,,,,,,,,
Apr-24-2020,1.56mm,842.50,,,,,,,,,,,,,,
Apr-27-2020,2.03mm,833.75,,,,,,,,,,,,,,
Apr-28-2020,1.87mm,857.50,,,,,,,,,,,,,,
Apr-30-2020,2.88mm,823.75,,,,,,,,,,,,,,
May-01-2020,2.44mm,825.00,,,,,,,,,,,,,,
May-07-2020,2.75mm,850.00,,,,,,,,,,,,,,
May-08-2020,4.11mm,846.25,,,,,,,,,,,,,846.25,
May-11-2020,6.43mm,896.25,,,,,,,,,,,,,,
May-12-2020,3.81mm,881.25,,,881.25,,,,,,,,,,881.25,
May-13-2020,3.19mm,872.50,,,,,,,,,,,,,,
May-14-2020,3.03mm,853.75,,,,,,,,,,,,,,
May-15-2020,2.55mm,878.75,,,,,,,,,,,,,,
May-18-2020,2.32mm,867.50,,,,,,,,,,,,,,
May-19-2020,2.44mm,863.75,,,,,,863.75,,,,,,,,
May-20-2020,2.08mm,882.50,,,,,,,,,,,,,882.5,
May-21-2020,2.92mm,908.75,,,,,,,,,,,,,,
May-22-2020,3.06mm,932.50,,,,,,,,,,,,,,
May-25-2020,2.32mm,927.50,,,,,,,,,,,,,,
May-26-2020,2.21mm,920.00,,,,,,,,,,,,,,
May-27-2020,2.76mm,911.25,,,,,,,,,,,,,,
May-28-2020,3.08mm,918.75,,,,,,,,,,,,,,
May-29-2020,6.08mm,951.25,,,,,,,,,,,,,,
Jun-01-2020,3.61mm,982.50,,,,,,,,,,,,,,
Jun-02-2020,2.54mm,975.00,,,,,,,,,,,,,,
Jun-03-2020,2.44mm,963.75,,,,,,,,,,,,,,
Jun-04-2020,2.09mm,978.75,,,,,,,,,,,,,,
Jun-05-2020,2.05mm,965.00,,,,,,,,,,,,,,
Jun-08-2020,1.90mm,947.50,,,,,,,,,,,,,,
Jun-09-2020,2.49mm,948.75,,,,,,,,,,,,,,
Jun-10-2020,2.74mm,982.50,,,,,,,,,,,,,,
Jun-11-2020,2.94mm,993.75,,,,,,,,,,,,,,
Jun-12-2020,3.03mm,976.25,,,,,,,,,,,,,,
Jun-15-2020,2.74mm,962.50,,,,,,,,,,,,,,
Jun-16-2020,1.87mm,971.25,,,,,,,,,,,,,,
Jun-17-2020,2.16mm,968.75,,,,,,,,,,,,,968.75,
Jun-18-2020,2.35mm,971.25,,,,,,,,,,,,,,
Jun-19-2020,2.89mm,952.50,,,,,,,,,,,,,,
Jun-22-2020,2.72mm,982.50,,,,,,,,,,,,,,
Jun-23-2020,3.11mm,996.25,,,,,,,,,,,,,,
Jun-24-2020,2.30mm,1005.00,,,,,,,,,,,,,,
Jun-25-2020,1.99mm,1001.25,,,,,,,,,,,,,,
Jun-26-2020,1.92mm,1020.00,,,,,,,,,,,,,,
Jun-29-2020,1.50mm,993.75,,,,,,,,,,,,,,
Jun-30-2020,2.16mm,980.00,,,,,,,,,,,,,,
Jul-01-2020,1.86mm,980.00,,,,,,,,,,,,,,
Jul-02-2020,2.67mm,990.00,,,,,,,,,,,,,,
Jul-03-2020,1.52mm,1008.75,,,,,,,,,,,,,,
Jul-06-2020,1.51mm,1000.00,,,,,,,,,,,,,,
Jul-07-2020,2.70mm,1035.00,,,,,,,,,,,,,,
Jul-08-2020,2.01mm,1023.75,,,,,,,,,,,,,,
Jul-09-2020,1.93mm,1038.75,,,,,,,,,,,,,,
Jul-10-2020,1.88mm,1031.25,,,,,,,,,,,,,,
Jul-13-2020,2.54mm,1055.00,,,,,,,,,,,,,,
Jul-14-2020,2.22mm,1026.25,,,,,,,,,,,,,,
Jul-15-2020,1.52mm,1041.25,,,,,,,,,,,,,,
Jul-16-2020,3.26mm,987.50,,,,,,,,,,,,,,
Jul-17-2020,2.02mm,987.50,,,,,,,,,,,,,,
Jul-20-2020,1.72mm,1003.75,,,,,,,,,,,,,,
Jul-21-2020,1.74mm,1017.50,,,,,,,,,,,,,,
Jul-22-2020,1.57mm,1005.00,,,,,,,,,,,,,,
Jul-27-2020,1.26mm,1001.25,,,,,,,,,,,,,,
Jul-28-2020,2.35mm,1020.00,,,,,,,,,,,,,,
Jul-29-2020,1.89mm,1010.00,,,,,,,,,,,,,,
Jul-30-2020,1.73mm,1021.25,,,,,,,,,,,,,,
Jul-31-2020,2.94mm,1032.50,,,,,,,,,,,,,,
Aug-03-2020,5.44mm,1128.75,,,,,,,,,,,,,1128.75,
Aug-04-2020,6.88mm,1196.25,,,,,,,,,,,,,,
Aug-05-2020,4.75mm,1238.75,,,,,,,,,,,,,,
Aug-06-2020,4.72mm,1282.50,,,,,,,,,,,,,,
Aug-07-2020,4.57mm,1312.50,,,,,,,,,,,,,,
Aug-11-2020,6.82mm,1222.50,,,,,,,,,,,,,,
Aug-12-2020,4.26mm,1207.50,,,,,,,,,,,,,,
Aug-13-2020,3.06mm,1228.75,,,,,,,,,,,,,,
Aug-14-2020,1.94mm,1262.50,,,,,,,,,,,,,,
Aug-17-2020,1.72mm,1262.50,,,,,,,,,,,,,,
Aug-18-2020,1.71mm,1287.50,,,,,,,,,,,,,,
Aug-19-2020,1.40mm,1270.00,,,,,,,,,,,,,,
Aug-20-2020,1.81mm,1252.50,,,,,,,,,,,,,,
Aug-21-2020,1.44mm,1275.00,,,,,,,,,,,,,,
Aug-24-2020,1.48mm,1295.00,,,,,,,,,,,,,,
Aug-25-2020,2.00mm,1262.50,,,,,,,,,,,,,,
Aug-26-2020,2.26mm,1300.00,,,,,,,,,,,,,,
Aug-27-2020,1.67mm,1310.00,,,,,,,,,,,,,,
Aug-28-2020,3.23mm,1260.00,,,,,,,,,,,,,,
Aug-31-2020,1.50mm,1285.00,,,,,,,,,,,,,,
Sep-01-2020,1.42mm,1320.00,,,,,,,,,,,,,,
Sep-02-2020,3.03mm,1365.00,,,,,,,,,,,,,,
Sep-03-2020,1.54mm,1362.50,,,,,,,,,,,,,,
Sep-04-2020,2.19mm,1342.50,,,,,,,,,,,,,,
Sep-07-2020,1.52mm,1307.50,,,,,,,,,,,,,,
Sep-08-2020,2.11mm,1312.50,,,,,,,,,,,,,,
Sep-09-2020,1.75mm,1315.00,,,,,,,,,,,,,,
Sep-10-2020,2.34mm,1345.00,,,,,,,,,,,,,,
Sep-11-2020,1.75mm,1362.50,,,,,,,,,,,,,,
Sep-14-2020,2.24mm,1400.00,,,,,,,,,,,,,,
Sep-15-2020,2.88mm,1437.50,,,,,,,,,,,,,,
Sep-16-2020,2.64mm,1487.50,,,,,,,,,,,,,,
Sep-17-2020,3.48mm,1490.00,,,,,,,,,,,,,,
Sep-18-2020,4.88mm,1457.50,,,,,,,,,,,,,,
Sep-23-2020,2.98mm,1477.50,,,,,,,,,,,,,,
Sep-24-2020,1.84mm,1455.00,,,,,,,,,,,,,,
Sep-25-2020,2.30mm,1465.00,,,,,,,,,,,,,,
Sep-28-2020,2.91mm,1485.00,,,,,,,,,,,,,,
Sep-29-2020,2.57mm,1495.00,,,,,,1495,,,,,,,,
Sep-30-2020,3.28mm,1465.00,,,,,,,,,,,,,,
Oct-02-2020,3.22mm,1472.50,,,,,,,,,,,,,,
Oct-05-2020,1.55mm,1477.50,,,,,,,,,,,,,,
Oct-06-2020,2.74mm,1445.00,,,,,,,,,,,,,,
Oct-07-2020,2.23mm,1480.00,,,,,,,,,,,,,,
Oct-08-2020,3.45mm,1520.00,,,,,,,,,,,,,,
Oct-09-2020,2.17mm,1515.00,,,,,,,,,,,,,,
Oct-12-2020,1.90mm,1535.00,,,,,,,,,,,,,,
Oct-13-2020,1.86mm,1517.50,,,,,,,,,,,,,,
Oct-14-2020,2.79mm,1582.50,,,,,,,,,,,,,,
Oct-15-2020,2.82mm,1532.50,,,,,,,,,,,,,,
Oct-16-2020,2.45mm,1537.50,,,,,,,,,,,,,,
Oct-19-2020,1.41mm,1562.50,,,,,,,,,,,,,,
Oct-20-2020,1.85mm,1555.00,,,,,,,,,,,,,,
Oct-21-2020,2.26mm,1515.00,,,,,,,,,,,,,,
Oct-22-2020,2.34mm,1495.00,,,,,,,,,,,,,,
Oct-23-2020,2.96mm,1510.00,,,,,,,,,,,,,,
Oct-26-2020,3.71mm,1455.00,,,,,1455,,,,,,,,,
Oct-27-2020,3.37mm,1487.50,,,,,,,,,,,,,,
Oct-28-2020,2.69mm,1507.50,,,,,,,,,,,,,,
Oct-29-2020,3.84mm,1542.50,,,,,,,,,,,,,1542.5,
Oct-30-2020,7.98mm,1437.50,,,,,,,,,,,,,1437.5,
Nov-02-2020,3.60mm,1412.50,,,,,,,,,,,,,,
Nov-04-2020,4.94mm,1387.50,,,,,,,,,,,,,,
Nov-05-2020,3.61mm,1452.50,,,,,,,,,,,,,,
Nov-06-2020,2.42mm,1427.50,,,,,,,,,,,,,,
Nov-09-2020,3.21mm,1490.00,,,,,,,,,,,,,,
Nov-10-2020,7.16mm,1317.50,,,,,,,,,,,,,,
Nov-11-2020,11.67mm,1237.50,,,,,,,,,,,,,,
Nov-12-2020,4.41mm,1295.00,,,,,,,,,,,,,,
Nov-13-2020,3.48mm,1315.00,,,,,,,,,,,,,,
Nov-16-2020,2.94mm,1287.50,,,,,,,,,,,,,,
Nov-17-2020,4.13mm,1250.00,,,,,,,,,,,,,,
Nov-18-2020,4.09mm,1290.00,,,,,,,,,,,,,,
Nov-19-2020,4.74mm,1335.00,,,,,,,,,,,,,,
Nov-20-2020,3.17mm,1342.50,,,,,,,,,,,,,,
Nov-24-2020,4.37mm,1372.50,,,,,,,,,,,,,1372.5,
Nov-25-2020,4.94mm,1357.50,,,,,,,,,,,,,,
Nov-26-2020,4.00mm,1432.50,,,,,,,,,,,,,,
Nov-27-2020,4.60mm,1452.50,,,,,,,,,,,,,,
Nov-30-2020,29.73mm,1470.00,,,,,,,,,,,,,,
Dec-01-2020,6.96mm,1422.50,,,,,,,,,,,,,,
Dec-02-2020,4.38mm,1435.00,,,,,,,,,,,,,,
Dec-03-2020,3.36mm,1432.50,,,,,,,,,,,,,,
Dec-04-2020,2.80mm,1462.50,,,,,,,,,,,,,,
Dec-07-2020,3.48mm,1485.00,,,,,,,,,,,,,1485,
Dec-08-2020,2.98mm,1522.50,,,,,,,,,,,,,,
Dec-09-2020,3.26mm,1522.50,,,,,,,,,,,,,,
Dec-10-2020,3.89mm,1582.50,,,,,,,,,,,,,,
Dec-11-2020,4.00mm,1660.00,,,,,,,,,,,,,,
Dec-14-2020,2.87mm,1655.00,,,,,,,,,,,,,,
Dec-15-2020,3.38mm,1647.50,,,,,,,,,,,,,,
Dec-16-2020,2.95mm,1657.50,,,,,,,,,,,,,,
Dec-17-2020,2.64mm,1712.50,,,,,,,,,,,,,,
Dec-18-2020,5.07mm,1717.50,,,,,,,,,,,,,,
Dec-21-2020,2.41mm,1667.50,,,,,,,,,,,,,,
Dec-22-2020,2.03mm,1637.50,,,,,,,,,,,,,,
Dec-23-2020,2.64mm,1652.50,,,,,,,,,,,,,,
Dec-24-2020,1.50mm,1660.00,,,,,,,,,,,,,,
Dec-25-2020,1.05mm,1647.50,,,,,,,,,,,,,,
Dec-28-2020,1.73mm,1665.00,,,,,,,,,,,,,,
Dec-29-2020,1.13mm,1660.00,,,,,,,,,,,,,,
Dec-30-2020,1.40mm,1675.00,,,,,,,,,,,,,,
Jan-04-2021,1.52mm,1655.00,,,,,,,,,,,,,,
Jan-05-2021,1.88mm,1700.00,,,,,,,,,,,,,,
Jan-06-2021,1.82mm,1695.00,,,,,,,,,,,,,,
Jan-07-2021,3.40mm,1650.00,,,,,,,,,,,,,,
Jan-08-2021,3.13mm,1675.00,,,,,,,,,,,,,,
Jan-12-2021,2.62mm,1682.50,,,,,,,,,,,,,,
Jan-13-2021,2.35mm,1732.50,,,,,,,,,,,,,,
Jan-14-2021,2.36mm,1755.00,,,,,,,,,,,,,,
Jan-15-2021,2.06mm,1742.50,,,,,,,,,,,,,,
Jan-18-2021,1.52mm,1775.00,,,,,,,,,,,,,,
Jan-19-2021,1.78mm,1770.00,,,,,,,,,,,,,,
Jan-20-2021,2.35mm,1732.50,,,,,,,,,,,,,,
Jan-21-2021,2.56mm,1717.50,,,,,,,,,,,,,,
Jan-22-2021,4.87mm,1785.00,,,,,,,,,,,,,,
Jan-25-2021,2.12mm,1800.00,,,,,,,,,,,,,,
Jan-26-2021,1.95mm,1755.00,,,,,,,,,,,,,,
Jan-27-2021,2.55mm,1822.50,,,,,,,,,,,,,,
Jan-28-2021,6.49mm,1712.50,,,,,,,,,,,,,1712.5,
Jan-29-2021,4.51mm,1647.50,,,,,,,,,,,,,,
Feb-01-2021,2.32mm,1672.50,,,,,,,,,,,,,,
Feb-02-2021,2.19mm,1650.00,,,,,,,,,,,,,,
Feb-03-2021,1.57mm,1675.00,,,,,,,,,,,,,,
Feb-04-2021,1.40mm,1670.00,,,,,,,,,,,,,,
Feb-05-2021,1.85mm,1655.00,,,,,,,,,,,,,,
Feb-08-2021,2.50mm,1710.00,,,,,,,,,,,,,,
Feb-09-2021,2.15mm,1767.50,,,,,,,,,,,,,,
Feb-10-2021,2.20mm,1797.50,,,,,,,,,,,,,,
Feb-12-2021,2.95mm,1720.00,,,,,,,,,,,,,,
Feb-15-2021,1.81mm,1712.50,,,,,,,,,,,,,,
Feb-16-2021,1.45mm,1725.00,,,,,,,,,,,,,,
Feb-17-2021,2.19mm,1747.50,,,,,,,,,,,,,,
Feb-18-2021,4.08mm,1687.50,,,,,,,,,,,,,,
Feb-19-2021,1.60mm,1700.00,,,,,,,,,,,,,,
Feb-22-2021,1.79mm,1675.00,,,,,,,,,,,,,,
Feb-24-2021,3.62mm,1647.50,,,,,,,,,,,,,,
Feb-25-2021,1.68mm,1650.00,,,,,,,,,,,,,,
Feb-26-2021,3.29mm,1620.00,,,,,,,,,,,,,,
Mar-01-2021,1.80mm,1662.50,,,,,,,,,,,,,,
Mar-02-2021,1.62mm,1657.50,,,,,,,,,,,,,,
Mar-03-2021,2.46mm,1635.00,,,,,,,,,,,,,,
Mar-04-2021,1.85mm,1610.00,,,,,,,,,,,,,,
Mar-05-2021,1.99mm,1630.00,,,,,,,,,,,,,,
Mar-08-2021,3.67mm,1595.00,,,,,,,,,,,,,,
Mar-09-2021,2.87mm,1642.50,,,,,,,,,,,,,,
Mar-10-2021,3.36mm,1615.00,,,,,,,,,,,,,,
Mar-11-2021,4.32mm,1687.50,,,,,,,,,,,,,,
Mar-12-2021,2.88mm,1690.00,,,,,,,,,,,,,,
Mar-15-2021,2.33mm,1657.50,,,,,,,,,,,,,,
Mar-16-2021,3.42mm,1650.00,,,,,,,,,,,,,,
Mar-17-2021,2.54mm,1672.50,,,,,,,,,,,,,,
Mar-18-2021,2.43mm,1662.50,,,,,,,,,,,,,,
Mar-19-2021,3.35mm,1722.50,,,,,,,,,,,,,,
Mar-22-2021,2.83mm,1742.50,,,,,,,,,,,,,,
Mar-23-2021,3.29mm,1787.50,,,,,,,,,,,,,,
Mar-24-2021,3.18mm,1790.00,,,,,,,,,,,,,,
Mar-25-2021,2.41mm,1800.00,,,,,,,,,,,,,,
Mar-26-2021,2.91mm,1852.50,,,,,,,,,,,,,,
Mar-29-2021,2.38mm,1867.50,,,,,,,,,,,,,,
Mar-30-2021,3.12mm,1795.00,,,,,,1795,,,,,,,,
Mar-31-2021,1.79mm,1797.50,,,,,,,,,,,,,,
Apr-01-2021,1.68mm,1825.00,,,,,,,,,,,,,,
Apr-02-2021,.95mm,1812.50,,,,,,,,,,,,,,
Apr-05-2021,1.37mm,1847.50,,,,,,,,,,,,,,
Apr-06-2021,1.36mm,1825.00,,,,,,,,,,,,,,
Apr-07-2021,2.13mm,1870.00,,,,,,,,,,,,,,
Apr-08-2021,2.12mm,1880.00,,,,,,,,,,,,,,
Apr-09-2021,1.41mm,1887.50,,,,,,,,,,,,,,
Apr-12-2021,1.83mm,1855.00,,,,,,,,,,,,,,
Apr-13-2021,1.04mm,1850.00,,,,,,,,,,,,,,
Apr-14-2021,2.07mm,1860.00,,,,,,,,,,,,,,
Apr-15-2021,2.28mm,1795.00,,,,,,,,,,,,,,
Apr-16-2021,2.25mm,1790.00,,,,,,,,,,,,,,
Apr-19-2021,2.39mm,1800.00,,,,,,,,,,,,,,
Apr-20-2021,1.54mm,1772.50,,,,,,,,,,,,,,
Apr-21-2021,1.58mm,1770.00,,,,,,,,,,,,,,
Apr-22-2021,1.21mm,1762.50,,,,,,,,,,,,,,
Apr-23-2021,.86mm,1775.00,,,,,,,,,,,,,,
Apr-26-2021,.98mm,1762.50,,,,,,,,,,,,,,
Apr-27-2021,.92mm,1750.00,,,,,,,,,,,,,,
Apr-28-2021,1.54mm,1740.00,,,,,,,,,,,,,,
Apr-30-2021,2.03mm,1775.00,,,,,,,,,,,,,,
May-06-2021,3.00mm,1692.50,,,,,,,,,,,,,,
May-07-2021,2.27mm,1680.00,,,,,,,,,,,,,,
May-10-2021,2.97mm,1680.00,,,,,,1680,,,,,,,1680,
May-11-2021,5.01mm,1722.50,,,,,,,,,,,,,,
May-12-2021,3.75mm,1757.50,,,,,,,,,,,,,,
May-13-2021,3.82mm,1632.50,,,,,,,,,,,,,1632.5,
May-14-2021,1.72mm,1697.50,,,,,,,,,,,,,,
May-17-2021,1.40mm,1667.50,,,,,,,,,,,,,,
May-18-2021,1.82mm,1690.00,,,,,,,,,,,,,,
May-19-2021,2.00mm,1667.50,,,,,,,,,,,,,1667.5,
May-20-2021,1.45mm,1652.50,,,,,,,,,,,,,1652.5,
May-21-2021,2.98mm,1647.50,,,,,,,,,,,,,,
May-24-2021,3.79mm,1622.50,,,,,,,,,,,,,,
May-25-2021,2.60mm,1645.00,,,,,,,,,,,,,,
May-26-2021,2.19mm,1650.00,,,,,,,,,,,,,,
May-27-2021,10.03mm,1752.50,,,,,,,,,,,,,,
May-28-2021,3.11mm,1765.00,,,,,,,,,,,,,,
May-31-2021,1.97mm,1800.00,,,,,,,,,,,,,,
Jun-01-2021,1.50mm,1757.50,,,,,,,,,,,,,,
