Dates,Sony Group Corporation (TSE:6758) - Volume,Sony Group Corporation (TSE:6758) - Share Pricing,Annotation,Annotation,Bankruptcy Updates,Transaction Updates,Announced/Completed Transactions,Potential Red Flags/Distress Indicators,Dividends/Splits,Company Forecasts and Ratings,Listing/Trading Related,Potential Transactions,Corporate Structure Related,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
Dec-18-2024,12.56mm,3291.00,,,,,,,,,,,,,,,
Dec-19-2024,14.82mm,3260.00,,,,,3260,,,,,,,,,,
Dec-20-2024,19.86mm,3284.00,,,,,,,,,,,,,,,
Dec-23-2024,9.20mm,3301.00,,,,,,,,,,,,,,,
Dec-24-2024,6.25mm,3298.00,,,,,,,,,,,,,,,
Dec-25-2024,6.74mm,3305.00,,,,,,,,,,,,,,,
Dec-26-2024,9.41mm,3350.00,,,,,,,,,,,,,,,
Dec-27-2024,10.94mm,3417.00,,,,,,,,,,,,,,,
Dec-30-2024,9.44mm,3369.00,,,,,,,,,,,,,,,
Jan-06-2025,15.20mm,3301.00,,,,,,,,,,,,,,,
Jan-07-2025,11.47mm,3341.00,,,,,3341,,,,,,,,,,
Jan-08-2025,11.60mm,3290.00,,,,,,,,,,,,,,,
Jan-09-2025,10.89mm,3245.00,,,,,,,,,,,,,,,
Jan-10-2025,10.84mm,3235.00,,,,,,,,,,,,,,,
Jan-14-2025,16.00mm,3155.00,,,,,,,,,,,,,,,
Jan-15-2025,12.33mm,3206.00,,,,,,,,,,,,,,,
Jan-16-2025,11.26mm,3198.00,,,,,,,,,,,,,,,
Jan-17-2025,10.66mm,3214.00,,,,,,,,,,,,,,,
Jan-20-2025,8.24mm,3239.00,,,,,,,,,,,,,,,
Jan-21-2025,7.96mm,3235.00,,,,,,,,,,,,,,,
Jan-22-2025,9.91mm,3275.00,,,,,,,,,,,,,,,
Jan-23-2025,15.20mm,3336.00,,,,,,,,,,,,,,,
Jan-24-2025,11.83mm,3251.00,,,,,,,,,,,,,,,
Jan-27-2025,8.89mm,3261.00,,,,,,,,,,,,,,,
Jan-28-2025,18.93mm,3357.00,,,,,,,,,,,3357,,,,
Jan-29-2025,20.93mm,3484.00,,,,,,,,,,,3484,,,,
Jan-30-2025,21.52mm,3452.00,,,,,,,,,,,3452,,,,
Jan-31-2025,13.21mm,3440.00,,,,,,,,,,,,,,,
Feb-03-2025,14.83mm,3380.00,,,,,,,,,,,,,,,
Feb-04-2025,14.64mm,3475.00,,,,,,,,,,,,,,,
Feb-05-2025,15.00mm,3513.00,,,,,,,,,,,,,,,
Feb-06-2025,9.89mm,3517.00,,,,,,,,,,,,,,,
Feb-07-2025,11.73mm,3483.00,,,,,,,,,,,,,,,
Feb-10-2025,8.03mm,3429.00,,,,,,,,,,,,,,,
Feb-12-2025,21.11mm,3372.00,,,,,,,,,,,,,,,
Feb-13-2025,11.75mm,3410.00,,,,,3410,,,3410,,,3410,,,3410,
Feb-14-2025,36.27mm,3705.00,,,,,,,,,,,,,,,
Feb-17-2025,21.84mm,3857.00,,,,,,,,,,,,,,,
Feb-18-2025,19.95mm,3782.00,,,,,,,,,,,,,,,
Feb-19-2025,19.19mm,3773.00,,,,,,,,,,,,,,,
Feb-20-2025,14.93mm,3732.00,,,,,,,,,,,,,,,
Feb-21-2025,13.63mm,3813.00,,,,,,,,,,,,,,,
Feb-25-2025,15.58mm,3797.00,,,,,,,,,,,,,,,
Feb-26-2025,16.68mm,3805.00,,,,,,,,,,,,,,,
Feb-27-2025,12.70mm,3818.00,,,,,,,,,,,,,,,
Feb-28-2025,24.11mm,3739.00,,,,,3739,,,,,,,,,,
Mar-03-2025,14.68mm,3713.00,,,,,,,,,,,,,,,
Mar-04-2025,13.23mm,3628.00,,,,,,,,,,,,,,,
Mar-05-2025,15.35mm,3583.00,,,,,,,,,,,,,,,
Mar-06-2025,15.89mm,3727.00,,,,,,,,,,,,,,,
Mar-07-2025,22.13mm,3569.00,,,,,,,,,,,,,,,
Mar-10-2025,15.92mm,3458.00,,,,,,,,,,,,,,,
Mar-11-2025,21.48mm,3389.00,,,,,,,,,,,,,,,
Mar-12-2025,20.55mm,3511.00,,,,,,,,,,,,,,,
Mar-13-2025,14.74mm,3489.00,,,,,,,,,,,,,,,
Mar-14-2025,16.92mm,3518.00,,,,,,,,,,,,,,,
Mar-17-2025,12.69mm,3589.00,,,,,,,,,,,,,,,
Mar-18-2025,13.90mm,3651.00,,,,,3651,,,,3651,,,,,,
Mar-19-2025,13.32mm,3682.00,,,,,,,,,,,,,,,
Mar-21-2025,28.20mm,3782.00,,,,,,,,,,,,,,,
Mar-24-2025,14.46mm,3764.00,,,,,,,,,,,,,,,
Mar-25-2025,12.07mm,3766.00,,,,,,,,,,,,,,,
Mar-26-2025,16.69mm,3852.00,,,,,,,,,,,,,,,
Mar-27-2025,18.28mm,3862.00,,,,,,,,,,,,,,,
Mar-28-2025,17.48mm,3831.00,,,,,,,3831,,,,,,,,
Mar-31-2025,23.65mm,3765.00,,,,,,,,,,,,,,,
Apr-01-2025,19.32mm,3765.00,,,,,,,,,,,,,,,
Apr-02-2025,14.79mm,3690.00,,,,,,,,,,,,,,,
Apr-03-2025,21.28mm,3512.00,,,,3512,,,,,,,,,,3512,
Apr-04-2025,23.47mm,3345.00,,,,,,,,,,,,,,,
Apr-07-2025,35.71mm,3009.00,,,,,,,,,,,,,,,
Apr-08-2025,27.15mm,3218.00,,,,,,,,,,,3218,,,,
Apr-09-2025,21.13mm,3107.00,,,,,,,,,,,,,,,
Apr-10-2025,25.18mm,3527.00,,,,,3527,,,,,,,,,,
Apr-11-2025,35.01mm,3266.00,,,,3266,,,,,,,,,,,
Apr-14-2025,12.99mm,3294.00,,,,,,,,,,,,,,,
Apr-15-2025,14.31mm,3366.00,,,,,,,,,,,,,,,
Apr-16-2025,12.00mm,3340.00,,,,,,,,,,,,,,,
Apr-17-2025,9.65mm,3438.00,,,,,,,,,,,,,,,
Apr-18-2025,6.97mm,3466.00,,,,,,,,,,,,,,,
Apr-21-2025,6.92mm,3377.00,,,,,,,,,,,,,,,
Apr-22-2025,8.70mm,3347.00,,,,,3347,,,,3347,,,,,,
Apr-23-2025,15.68mm,3537.00,,,,,,,,,,,,,,,
Apr-24-2025,13.07mm,3528.00,,,,,,,,,,,,,,,
Apr-25-2025,11.03mm,3535.00,,,,,,,,,,,,,,,
Apr-28-2025,10.80mm,3520.00,,,,,,,,,,,,,,3520,
Apr-30-2025,29.77mm,3771.00,,,,,,,,,,3771,,,,,
May-01-2025,17.30mm,3663.00,,,,,,,,,,,,,,,
May-02-2025,14.80mm,3732.00,,,,,,,,,,,,,,,
May-07-2025,27.29mm,3581.00,,,,,,,,,,,,,,,
May-08-2025,17.83mm,3500.00,,,,,3500,,,,,,,,,,
May-09-2025,15.78mm,3583.00,,,,,,,,,,,,,,,
May-12-2025,11.17mm,3592.00,,,,,,,,,,,,,,,
May-13-2025,14.10mm,3654.00,,,,,,,,,,,,,,,
May-14-2025,35.65mm,3788.00,,,,,3788,,3788,3788,,,3788,,,3788,
May-15-2025,25.00mm,3682.00,,,,,,,,,,,,,,,
May-16-2025,18.26mm,3603.00,,,,,,,,,,,,,,,
May-19-2025,10.83mm,3610.00,,,,,,,,,,,,,,,
May-20-2025,22.43mm,3777.00,,,,,,,,,,,,,,,
May-21-2025,14.18mm,3671.00,,,,,,,,,,,,,,,
May-22-2025,11.80mm,3654.00,,,,,,,,,,,,,,,
May-23-2025,9.15mm,3683.00,,,,,,,,,,,,,,,
May-26-2025,7.47mm,3740.00,,,,,,,,,,,,,,,
May-27-2025,9.08mm,3809.00,,,,,,,,,,,,,,,
May-28-2025,18.07mm,3821.00,,,,,,,,,,,,,,,
May-29-2025,23.75mm,3970.00,,,,,,,,,,,,,,3970,
May-30-2025,32.84mm,3810.00,,,,,,,,,,,,,,,
Jun-02-2025,14.49mm,3802.00,,,,,,,,,,,,,,,
Jun-03-2025,13.42mm,3834.00,,,,,,,,,,,,,,,
Jun-04-2025,12.84mm,3849.00,,,,,,,,,,,,,,,
Jun-05-2025,15.03mm,3790.00,,,,,,,,,,,,,,,
Jun-06-2025,10.35mm,3833.00,,,,,,,,,,,,,,,
Jun-09-2025,8.35mm,3833.00,,,,,,,,,,,,,,,
Jun-10-2025,10.94mm,3800.00,,,,,,,,,,,,,,,
Jun-11-2025,9.94mm,3747.00,,,,,,,,,,,,,,,
Jun-12-2025,10.16mm,3774.00,,,,,,,,,,,,,,,
Jun-13-2025,14.90mm,3735.00,,,,,,,,,,,,,,,
Jun-16-2025,9.30mm,3736.00,,,,,,,,,,,,,,,
Jun-17-2025,10.16mm,3751.00,,,,,,,,,,,,,,3751,
Jun-18-2025,12.90mm,3783.00,,,,,,,,,,,,,,3783,
Jun-19-2025,12.86mm,3690.00,,,,,,,,,,,,,,,
Jun-20-2025,25.00mm,3607.00,,,,,,,,,,,,,,,
Jun-23-2025,19.88mm,3530.00,,,,,,,,,,,,,,,
Jun-24-2025,11.31mm,3584.00,,,,,,,,,,,3584,,,3584,
Jun-25-2025,10.77mm,3629.00,,,,,,,,,,,,,,,
Jun-26-2025,12.24mm,3673.00,,,,,,,,,,,,,,,
Jun-27-2025,17.66mm,3790.00,,,,,,,,,,,,,,,
Jun-30-2025,15.48mm,3730.00,,,,,,,,,,,,,,,
Jul-01-2025,13.50mm,3640.00,,,,,,,,,,3640,,,,,
Jul-02-2025,14.33mm,3676.00,,,,,,,,,,,,,,,
Jul-03-2025,11.27mm,3657.00,,,,3657,,,,,,,,,,,
Jul-04-2025,7.80mm,3688.00,,,,,,,,,,,,,,,
Jul-07-2025,7.88mm,3683.00,,,,,,,,,,,,,,,
Jul-08-2025,14.72mm,3671.00,,,,,,,,,,,,,,3671,
Jul-09-2025,10.03mm,3671.00,,,,,,,,,,,,,,,
Jul-10-2025,18.48mm,3607.00,,,,,,,,,,,,,,,
Jul-11-2025,12.37mm,3600.00,,,,,,,,,,,,,,,
Jul-14-2025,6.49mm,3589.00,,,,,,,,,,,,,,,
Jul-15-2025,8.06mm,3566.00,,,,,,,,,,,,,,,
Jul-16-2025,12.24mm,3540.00,,,,,,,,,,,,,,,
Jul-17-2025,9.76mm,3633.00,,,,,,,,,,,,,,,
Jul-18-2025,9.13mm,3565.00,,,,,,,,,,,,,,,
Jul-22-2025,11.24mm,3539.00,,,,,,,,,,,,,,,
Jul-23-2025,20.64mm,3692.00,,,,,,,,,,3692,,,,,
Jul-24-2025,16.38mm,3787.00,,,,,3787,,,,,,,,,,
Jul-25-2025,9.92mm,3706.00,,,,,,,,,,,,,,,
Jul-28-2025,9.95mm,3638.00,,,,,,,,,,,,,,,
Jul-29-2025,8.44mm,3605.00,,,,,,,,,,,,,,,
Jul-30-2025,10.10mm,3642.00,,,,,,,,,,,,,,,
Jul-31-2025,12.17mm,3682.00,,,,,,,,,,,,,,,
Aug-01-2025,12.27mm,3680.00,,,,,,,,,,,,,,,
Aug-04-2025,9.32mm,3617.00,,,,,,3617,,,,,,,,,
Aug-05-2025,9.20mm,3628.00,,,,,,,,,,,,,,,
Aug-06-2025,11.22mm,3707.00,,,,,,,,,,,,,,,
Aug-07-2025,33.56mm,3860.00,,,,,,,,3860,,,,,,3860,
Aug-08-2025,34.06mm,3995.00,,,,,,,,,,,,,,,
Aug-12-2025,21.38mm,3992.00,,,,,,,,,,,,,,,
Aug-13-2025,19.54mm,4130.00,,,,,,,,,,,,,,,
Aug-14-2025,14.85mm,4070.00,,,,,,,,,,,,,,,
Aug-15-2025,17.33mm,4292.00,,,,,,,,,,,,,,,
Aug-18-2025,16.46mm,4183.00,,,,,,,,,,,,,,,
Aug-19-2025,9.66mm,4168.00,,,,,,,,,,,,,,,
Aug-20-2025,10.49mm,4128.00,,,,,,,,,,,,,,,
Aug-21-2025,9.12mm,4094.00,,,,,,,,,,,,,,,
Aug-22-2025,11.85mm,4221.00,,,,,,,,,,,,,,,
Aug-25-2025,8.08mm,4174.00,,,,,,,,,,,,,,,
Aug-26-2025,13.44mm,4096.00,,,,,,,,,,,,,,,
Aug-27-2025,8.90mm,4097.00,,,,,,,,,,,,,,,
Aug-28-2025,13.14mm,4143.00,,,,,,,,,,,,,,,
Aug-29-2025,11.33mm,4083.00,,,,,,,,,,,,,,,
Sep-01-2025,7.68mm,4021.00,,,,,,,,,,,,,,,
Sep-02-2025,8.26mm,4014.00,,,,,,,,,,,,,,,
Sep-03-2025,10.71mm,3990.00,,,,,,,,,,,3990,,,,
Sep-04-2025,10.15mm,4105.00,,,,,,,,,,,,,,,
Sep-05-2025,11.28mm,4092.00,,,,,,,,,,,,,,,
Sep-08-2025,12.78mm,4184.00,,,,,,,,,,,,,,,
Sep-09-2025,11.37mm,4217.00,,,,,,,,,,,,,,,
Sep-10-2025,11.07mm,4276.00,,,,,,,,,,,,,,,
Sep-11-2025,10.52mm,4255.00,,,,,,,,,,,,,,,
Sep-12-2025,15.11mm,4286.00,,,,,,,,,,,,,,,
Sep-16-2025,15.48mm,4221.00,,,,,,,,,,,,,,,
Sep-17-2025,11.90mm,4267.00,,,,,,,,,,,,,,,
Sep-18-2025,16.89mm,4433.00,,,,,,,,,,,,,,,
Sep-19-2025,22.21mm,4321.00,,,,,,,,,,,,,,,
Sep-22-2025,12.49mm,4390.00,,,,,,,,,,,,,,,
Sep-24-2025,20.09mm,4322.00,,,,,,,,,,,,,,4322,
Sep-25-2025,20.51mm,4460.00,,,,,,,,,,,,,,,
Sep-26-2025,22.04mm,4405.00,,,,,,,,,,,,,,,
Sep-29-2025,19.57mm,4268.00,,,,,,,4268,,,,,,,,
Sep-30-2025,16.11mm,4259.00,,,,,,,,,,,,,,,
Oct-01-2025,14.78mm,4215.00,,,,,4215,,,,,,,,,4215,
Oct-02-2025,15.19mm,4112.00,,,,,,,,,,,4112,,,,
Oct-03-2025,9.28mm,4206.00,,,,4206,,,,,,,,,,,
Oct-06-2025,21.13mm,4492.00,,,,,,,,,,,,,,,
Oct-07-2025,14.52mm,4497.00,,,,,,,,,,,,,,,
Oct-08-2025,15.58mm,4545.00,,,,,,,,,,,,,,,
Oct-09-2025,13.90mm,4648.00,,,,,,,,,,,,,,4648,
Oct-10-2025,19.04mm,4461.00,,,,,,,,,,,,,,,
Oct-14-2025,19.05mm,4310.00,,,,,,,,,,,,,,,
Oct-15-2025,11.54mm,4342.00,,,,,,,,,,,,,,,
Oct-16-2025,10.51mm,4321.00,,,,,,,,,,,,,,,
Oct-17-2025,11.46mm,4300.00,,,,,,,,,,,,,,,
Oct-20-2025,9.86mm,4420.00,,,,,,,,,,,,,,,
Oct-21-2025,11.13mm,4418.00,,,,,,,,,,,,,,,
Oct-22-2025,8.12mm,4400.00,,,,,,,,,,,,,,4400,
Oct-23-2025,10.77mm,4389.00,,,,,,,,,,,,,,,
Oct-24-2025,7.68mm,4377.00,,,,,,,,,,,,,,4377,
Oct-27-2025,10.96mm,4402.00,,,,,4402,,,,,,,,,,
Oct-28-2025,8.52mm,4375.00,,,,4375,,,,,,,,,,,
Oct-29-2025,9.83mm,4315.00,,,,,,,,,,,,,,,
Oct-30-2025,20.63mm,4232.00,,,,,,,,,,,,,,,
Oct-31-2025,16.33mm,4332.00,,,,,,,,,,,,,,,
Nov-04-2025,14.03mm,4295.00,,,,,,,,,,4295,,,,,
Nov-05-2025,15.65mm,4244.00,,,,,,,,,,,,,,,
Nov-06-2025,13.59mm,4350.00,,,,,,,,,,,,,,,
Nov-07-2025,13.06mm,4259.00,,,,,,,,,,,,,,,
Nov-10-2025,10.44mm,4284.00,,,,,,,,,,,,,,,
Nov-11-2025,30.17mm,4520.00,,,,,4520,,,,,,4520,,,4520,
Nov-12-2025,21.41mm,4686.00,,,,,,,4686,4686,,,,,,,
Nov-13-2025,13.98mm,4669.00,,,,,,,,,,,,,,,
Nov-14-2025,13.38mm,4700.00,,,,,,,,,,,,,,,
Nov-17-2025,15.23mm,4548.00,,,,,,,,,,,,,,,
Nov-18-2025,12.53mm,4409.00,,,,,,,,,,,,,,,
Nov-19-2025,13.17mm,4332.00,,,,,,,,,,,,,,,
Nov-20-2025,13.48mm,4461.00,,,,,,,,,,,,,,,
Nov-21-2025,24.80mm,4507.00,,,,,,,,,,4507,,,,,
Nov-25-2025,20.72mm,4388.00,,,,,,,,,,,,,,,
Nov-26-2025,11.47mm,4525.00,,,,,,,,,,,,,,,
Nov-27-2025,9.03mm,4583.00,,,,,,,,,,,,,,,
Nov-28-2025,9.65mm,4575.00,,,,,,,,,,,,,,,
Dec-01-2025,9.49mm,4414.00,,,,,,,,,,,,,,,
Dec-02-2025,9.62mm,4442.00,,,,,,,,,,,,,,,
Dec-03-2025,11.11mm,4388.00,,,,,,,,,,,,,,,
Dec-04-2025,9.02mm,4418.00,,,,,,,,,,,,,,,
Dec-05-2025,11.28mm,4332.00,,,,,,,,,,,,,,,
Dec-08-2025,9.00mm,4300.00,,,,,,,,,,,,,,,
Dec-09-2025,10.21mm,4306.00,,,,,,,,,,,,,,,
Dec-10-2025,14.17mm,4182.00,,,,,,,,,,,,,,,
Dec-11-2025,14.89mm,4100.00,,,,,,,,,,,,,,,
Dec-12-2025,18.32mm,4181.00,,,,,,,,,,,,,,,
Dec-15-2025,7.93mm,4139.00,,,,,,,,,,,,,,,
Dec-16-2025,13.09mm,4071.00,,,,,,,,,,,,,,,
Dec-17-2025,13.73mm,4039.00,,,,,,,,,,,,,,,
Dec-18-2025,12.88mm,4056.00,,,,,,,,,,,,,,,
Dec-19-2025,20.30mm,3994.00,,,,,,,,,,,,,,,
Dec-22-2025,12.47mm,3960.00,,,,,,,,,,,,,,,
Dec-23-2025,10.78mm,4069.00,,,,,,,,,,,,,,,
Dec-24-2025,10.05mm,3990.00,,,,,,,,,,,,,,,
Dec-25-2025,3.99mm,4039.00,,,,,,,,,,,,,,,
Dec-26-2025,6.00mm,4045.00,,,,,,,,,,,,,,,
Dec-29-2025,7.10mm,4029.00,,,,,,,,,,,,,,,
Dec-30-2025,7.46mm,4024.00,,,,,,,,,,,,,,,
Jan-05-2026,13.06mm,4079.00,,,,,,,,,,,,,,,
Jan-06-2026,14.13mm,4111.00,,,,,,,,,,,,,,,
Jan-07-2026,24.38mm,3976.00,,,,3976,,,,,,,,,,,
Jan-08-2026,16.92mm,3930.00,,,,,,,,,,,,,,,
Jan-09-2026,20.18mm,3876.00,,,,,,,,,,,,,,,
Jan-13-2026,28.45mm,3835.00,,,,,,,,,,,,,,,
Jan-14-2026,23.07mm,3848.00,,,,,,,,,,,,,,,
Jan-15-2026,19.96mm,3904.00,,,,,,,,,,,,,,,
Jan-16-2026,18.32mm,3852.00,,,,,,,,,,,,,,,
Jan-19-2026,13.75mm,3780.00,,,,,,,,,,,,,,,
Jan-20-2026,13.90mm,3736.00,,,,,,,,,,,,,,,
Jan-21-2026,18.28mm,3701.00,,,,,,,,,,,,,,,
Jan-22-2026,18.33mm,3631.00,,,,,,,,,,,,,,,
Jan-23-2026,25.77mm,3614.00,,,,,,,,,,,,,,,
Jan-26-2026,20.40mm,3546.00,,,,,,,,,,,,,,,
Jan-27-2026,17.30mm,3490.00,,,,,,,,,,,,,,,
Jan-28-2026,20.68mm,3404.00,,,,,,,,,,,,,,,
Jan-29-2026,22.97mm,3432.00,,,,,,,,,,,,,,,
Jan-30-2026,18.74mm,3454.00,,,,,,,,,,,,,,,
Feb-02-2026,19.62mm,3409.00,,,,,,,,,,,,,,,
Feb-03-2026,22.01mm,3505.00,,,,,,,,,,,,,,,
Feb-04-2026,22.52mm,3345.00,,,,,,,,,,,,,,,
Feb-05-2026,59.42mm,3348.00,,,,3348,,,,3348,,,3348,,,3348,
Feb-06-2026,45.79mm,3507.00,,,,,3507,,,,,,,,,,
Feb-09-2026,30.93mm,3455.00,,,,,,,,,,,,,,,
Feb-10-2026,24.35mm,3560.00,,,,,,,,,,,,,,,
Feb-12-2026,26.69mm,3605.00,,,,,,,,,,,,,,,
Feb-13-2026,25.52mm,3552.00,,,,,,,,,,,,,,,
Feb-16-2026,15.90mm,3608.00,,,,,,,,,,,,,,,
Feb-17-2026,18.58mm,3487.00,,,,,,,,,,,,,,,
Feb-18-2026,19.52mm,3473.00,,,,,,,,,,,,,,,
Feb-19-2026,16.06mm,3445.00,,,,,,,,,,,,,,,
Feb-20-2026,26.68mm,3336.00,,,,,,,,,,,,,,,
Feb-24-2026,28.08mm,3306.00,,,,,,,,,,,,,,,
Feb-25-2026,24.27mm,3292.00,,,,,,,,,,,,,,,
Feb-26-2026,28.18mm,3398.00,,,,3398,,,,,,,3398,,,,
Feb-27-2026,42.57mm,3643.00,,,,,3643,,,,,,,,,,
Mar-02-2026,20.17mm,3593.00,,,,,,,,,,,,,,3593,
Mar-03-2026,30.01mm,3368.00,,,,,,,,,,,,,,,
Mar-04-2026,29.31mm,3389.00,,,,,,,,,,,,,,,
Mar-05-2026,25.76mm,3380.00,,,,,,,,,,,,,,,
Mar-06-2026,17.52mm,3473.00,,,,,,,,,,,,,,,
Mar-09-2026,25.56mm,3346.00,,,,,,,,,,,,,,,
Mar-10-2026,23.68mm,3403.00,,,,,,,,,,,,,,,
Mar-11-2026,18.10mm,3446.00,,,,,,,,,,,,,,,
Mar-12-2026,14.72mm,3459.00,,,,,,,,3459,,,,,,,
Mar-13-2026,19.01mm,3458.00,,,,,,,,,,,,,,,
Mar-16-2026,14.83mm,3384.00,,,,,,,,,,,,,,,
Mar-17-2026,20.68mm,3327.00,,,,,,,,,,,,,,,
Mar-18-2026,25.48mm,3286.00,,,,,,,,,,,,,,,
Mar-19-2026,23.96mm,3271.00,,,,,,,,,,,,,,,
Mar-23-2026,18.82mm,3192.00,,,,,,,,,,,,,,,
Mar-24-2026,18.82mm,3232.00,,,,,3232,,,,,,,,,,
Mar-25-2026,15.50mm,3266.00,,,,3266,,,,,,,,,,,
Mar-26-2026,13.79mm,3218.00,,,,,,,,,,,,,,,
Mar-27-2026,24.05mm,3209.00,,,,,,,,,,,,,,,
Mar-30-2026,23.17mm,3188.00,,,,,,,3188,,,,,,,,
Mar-31-2026,20.90mm,3209.00,,,,,,,,,,,,,,,
Apr-01-2026,17.02mm,3372.00,,,,,,,,,,,,,,,
Apr-02-2026,13.37mm,3329.00,,,,,,,,,,,,,,,
Apr-03-2026,5.56mm,3324.00,,,,,,,,,,,,,,,
Apr-06-2026,8.94mm,3292.00,,,,,,,,,,,,,,,
Apr-07-2026,10.04mm,3311.00,,,,,,,,,,,,,,,
Apr-08-2026,18.38mm,3388.00,,,,,,,,,,,,,,,
Apr-09-2026,16.63mm,3375.00,,,,,,,,,,,,,,,
Apr-10-2026,17.12mm,3325.00,,,,,,,,,,,,,,,
Apr-13-2026,16.24mm,3251.00,,,,,,,,,,,,,,,
Apr-14-2026,14.07mm,3280.00,,,,,3280,,,,,,,,,,
Apr-15-2026,15.07mm,3340.00,,,,,,,,,,,,,,,
Apr-16-2026,15.02mm,3407.00,,,,,,,,,,,,,,,
Apr-17-2026,16.02mm,3395.00,,,,,,,,,,,,,,,
