Dates,"Nintendo Co., Ltd. (TSE:7974) - Share Pricing",Annotation,Bankruptcy Updates,Announced/Completed Transactions,Company Forecasts and Ratings,Corporate Structure Related,Potential Red Flags/Distress Indicators,Potential Transactions,Listing/Trading Related,Investor Activism,Dividends/Splits,Transaction Updates,Insider Trades,Results Announcements/Corporate Communications,Annotation,"Nintendo Co., Ltd. (TSE:7974) - Volume"
Dec-14-2017,4301.00,,,,,,,,,,,,,,,20.12mm
Dec-15-2017,4303.00,,,,,,,,,,,,,,,22.83mm
Dec-18-2017,4303.00,,,,,,,,,,,,,,,20.83mm
Dec-19-2017,4269.00,,,,,,,,,,,,,,,15.43mm
Dec-20-2017,4215.00,,,,,,,,,,,,,,,18.65mm
Dec-21-2017,4220.00,,,,,,,,,,,,,,,16.92mm
Dec-22-2017,4231.00,,,,,,,,,,,,,,,17.38mm
Dec-25-2017,4236.00,,,,,,,,,,,,,,,9.84mm
Dec-26-2017,4168.00,,,,,,,,,,,,,,,16.06mm
Dec-27-2017,4197.00,,,,,,,,,,,,,,,21.10mm
Dec-28-2017,4110.00,,,,,,,,,,,,,,,16.96mm
Dec-29-2017,4119.00,,,,,,,,,,,,,,,14.52mm
Jan-04-2018,4321.00,,,,,,,,,,,,,,,29.18mm
Jan-05-2018,4261.00,,,,,,,,,,,,,,,24.94mm
Jan-09-2018,4314.00,,,,,,,,,,,,,,,22.22mm
Jan-10-2018,4423.00,,,,,,,,,,,,,,,24.47mm
Jan-11-2018,4412.00,,,,,,,,,,,,,,,15.54mm
Jan-12-2018,4462.00,,,,,,,,,,,,,,,23.41mm
Jan-15-2018,4486.00,,,,,,,,,,,,,,,19.34mm
Jan-16-2018,4511.00,,,,,,,,,,,,,,,18.73mm
Jan-17-2018,4529.00,,,,,,,,,,,,,,,19.42mm
Jan-18-2018,4636.00,,,,,,,,,,,,,,,45.50mm
Jan-19-2018,4832.00,,,,,,,,,,,,,,,50.98mm
Jan-22-2018,4845.00,,,,,,,,,,,,,,,38.37mm
Jan-23-2018,4959.00,,,,,,,,,,,,,,,38.98mm
Jan-24-2018,4864.00,,,,,,,,,,,,,,,39.55mm
Jan-25-2018,4777.00,,,,,,,,,,,,,,,31.33mm
Jan-26-2018,4823.00,,,,,,,,,,,,,,,20.92mm
Jan-29-2018,4790.00,,,,,,,,,,,,,,,17.00mm
Jan-30-2018,4701.00,,,,,,,,,,,,,,,20.31mm
Jan-31-2018,4797.00,,,,,,,,,,,,,4797,,31.54mm
Feb-01-2018,4822.00,,,,,,,,,,,,,4822,,63.67mm
Feb-02-2018,4717.00,,,,,,,,,,,,,,,33.28mm
Feb-05-2018,4691.00,,,,,,,,,,,,,,,24.79mm
Feb-06-2018,4447.00,,,,,,,,,,,,,,,53.38mm
Feb-07-2018,4491.00,,,,,,,,,,,,,,,36.76mm
Feb-08-2018,4432.00,,,,,,,,,,,,,,,34.04mm
Feb-09-2018,4333.00,,,,,,,,,,,,,,,33.61mm
Feb-13-2018,4440.00,,,,,,,,,,,,,,,33.89mm
Feb-14-2018,4431.00,,,,,,,,,,,,,,,29.89mm
Feb-15-2018,4584.00,,,,,,,,,,,,,,,31.05mm
Feb-16-2018,4584.00,,,,,,,,,,,,,,,21.72mm
Feb-19-2018,4679.00,,,,,,,,,,,,,,,18.60mm
Feb-20-2018,4696.00,,,,,,,,,,,,,,,22.97mm
Feb-21-2018,4777.00,,,,,,,,,,,,,,,30.60mm
Feb-22-2018,4718.00,,,,,,,,,,,,,,,26.40mm
Feb-23-2018,4836.00,,,,,,,,,,,,,,,29.43mm
Feb-26-2018,4877.00,,,,,,,,,,,,,,,27.28mm
Feb-27-2018,4943.00,,,,,,,,,,,,,,,32.10mm
Feb-28-2018,4908.00,,,,,,,,,,,,,,,27.10mm
Mar-01-2018,4819.00,,,,,,,,,,,,,,,23.58mm
Mar-02-2018,4860.00,,,,,,,,,,,,,,,31.21mm
Mar-05-2018,4612.00,,,,,,,,,,,,,,,35.93mm
Mar-06-2018,4752.00,,,,,,,,,,,,,,,32.19mm
Mar-07-2018,4610.00,,,,,,,,,,,,,,,32.27mm
Mar-08-2018,4797.00,,,,,,,,,,,,,,,28.10mm
Mar-09-2018,4811.00,,,,,,,,,,,,,,,34.93mm
Mar-12-2018,4840.00,,,,,,,,,,,,,,,25.07mm
Mar-13-2018,4878.00,,,,,,,,,,,,,,,19.21mm
Mar-14-2018,4822.00,,,,,,,,,,,,,,,17.21mm
Mar-15-2018,4904.00,,,,,,,,,,,,,,,23.25mm
Mar-16-2018,4899.00,,,,,,,,,,,,,,,32.86mm
Mar-19-2018,4832.00,,,,,,,,,,,,,,,25.93mm
Mar-20-2018,4823.00,,,,,,,,,,,,,,,28.37mm
Mar-22-2018,4898.00,,,,,,,,,,,,,,,24.29mm
Mar-23-2018,4767.00,,,,,,,,,,,,,,,26.20mm
Mar-26-2018,4739.00,,,,,,,,,,,,,,,32.56mm
Mar-27-2018,4789.00,,,,,,,,,,,,,,,30.16mm
Mar-28-2018,4665.00,,,,,,,,,,4665,,,,,27.65mm
Mar-29-2018,4666.00,,,,,,,,,,,,,,,19.27mm
Mar-30-2018,4686.00,,,,,,,,,,,,,,,22.03mm
Apr-02-2018,4772.00,,,,,,,,,,,,,,,17.96mm
Apr-03-2018,4627.00,,,,,,,,,,,,,,,28.75mm
Apr-04-2018,4530.00,,,,,,,,,,,,,,,26.40mm
Apr-05-2018,4548.00,,,,,,,,,,,,,,,21.44mm
Apr-06-2018,4513.00,,,,,,,,,,,,,,,24.46mm
Apr-09-2018,4552.00,,,,,,,,,,,,,,,18.76mm
Apr-10-2018,4505.00,,,,,,,,,,,,,,,21.24mm
Apr-11-2018,4469.00,,,,,,,,,,,,,,,16.89mm
Apr-12-2018,4473.00,,,,,,,,,,,,,,,14.53mm
Apr-13-2018,4528.00,,,,,,,,,,,,,,,15.70mm
Apr-16-2018,4467.00,,,,,,,,,,,,,,,13.33mm
Apr-17-2018,4442.00,,,,,,,,,,,,,,,15.62mm
Apr-18-2018,4444.00,,,,,,,,,,,,,,,23.08mm
Apr-19-2018,4416.00,,,,,,,,,,,,,,,15.09mm
Apr-20-2018,4590.00,,,,,,,,,,,,,,,31.51mm
Apr-23-2018,4630.00,,,,,,,,,,,,,,,27.75mm
Apr-24-2018,4630.00,,,,,,,,,,,,,,,19.52mm
Apr-25-2018,4637.00,,,,,,,,,,,,,,,18.48mm
Apr-26-2018,4543.00,,,,,,,,,,,,,4543,,25.20mm
Apr-27-2018,4617.00,,,4617,,,,,,,,,,4617,,33.00mm
May-01-2018,4616.00,,,,,,,,,,,,,,,16.53mm
May-02-2018,4618.00,,,,,4618,,,,,,,,,,13.79mm
May-07-2018,4654.00,,,,,,,,,,,,,,,12.54mm
May-08-2018,4724.00,,,,,,,,,,,,,,,15.47mm
May-09-2018,4624.00,,,,,,,,,,,,,,,17.38mm
May-10-2018,4550.00,,,,,,,,,,,,,,,17.07mm
May-11-2018,4610.00,,,,,,,,,,,,,,,12.55mm
May-14-2018,4592.00,,,,,,,,,,,,,,,9.94mm
May-15-2018,4600.00,,,,,,,,,,,,,,,8.91mm
May-16-2018,4587.00,,,,,,,,,,,,,,,10.63mm
May-17-2018,4658.00,,,,,,,,,,,,,,,14.25mm
May-18-2018,4570.00,,,,,,,,,,,,,,,18.16mm
May-21-2018,4450.00,,,,,,,,,,,,,,,22.16mm
May-22-2018,4431.00,,,,,,,,,,,,,,,17.66mm
May-23-2018,4353.00,,,,,,,,,,,,,,,19.57mm
May-24-2018,4251.00,,,,,,,,,,,,,,,23.91mm
May-25-2018,4247.00,,,,,,,,,,,,,,,22.75mm
May-28-2018,4160.00,,,,,,,,,,,,,,,17.20mm
May-29-2018,4240.00,,,,,,,,,,,,,,,15.05mm
May-30-2018,4424.00,,,,,,,,,,,,,,,44.08mm
May-31-2018,4500.00,,,,,,,,,,,,,,,27.90mm
Jun-01-2018,4320.00,,,,,,,,,,,,,,,21.81mm
Jun-04-2018,4047.00,,,,,,,,,,,,,,,40.13mm
Jun-05-2018,4086.00,,,,,,,,,,,,,,,34.93mm
Jun-06-2018,3961.00,,,,,,,,,,,,,,,35.71mm
Jun-07-2018,4097.00,,,,,,,,,,,,,,,30.24mm
Jun-08-2018,4159.00,,,,,,,,,,,,,,,22.10mm
Jun-11-2018,4164.00,,,,,,,,,,,,,,,14.52mm
Jun-12-2018,4171.00,,,,,,,,,,,,,,,17.42mm
Jun-13-2018,3912.00,,,,,,,,,,,,,,,55.66mm
Jun-14-2018,3713.00,,,,,,,,,,,,,,,44.91mm
Jun-15-2018,3776.00,,,,,,,,,,,,,,,32.22mm
Jun-18-2018,3697.00,,,,,,,,,,,,,,,23.85mm
Jun-19-2018,3606.00,,,,,,,,,,,,,,,24.20mm
Jun-20-2018,3665.00,,,,,,,,,,,,,,,27.78mm
Jun-21-2018,3672.00,,,,,,,,,,,,,,,28.77mm
Jun-22-2018,3648.00,,,,,,,,,,,,,,,20.42mm
Jun-25-2018,3611.00,,,,,,,,,,,,,,,11.59mm
Jun-26-2018,3607.00,,,,,,,,,,,,,,,16.51mm
Jun-27-2018,3555.00,,,,,,,,,,,,,,,15.83mm
Jun-28-2018,3603.00,,,,,,,,,,,,,3603,,15.61mm
Jun-29-2018,3620.00,,,,,,,,,,,,,,,14.65mm
Jul-02-2018,3575.00,,,,,,,,,,,,,,,14.18mm
Jul-03-2018,3643.00,,,,,,,,,,,,,,,18.46mm
Jul-04-2018,3451.00,,,,,,,,,,,,,,,30.40mm
Jul-05-2018,3475.00,,,,,,,,,,,,,,,21.43mm
Jul-06-2018,3472.00,,,,,,,,,,,,,,,22.76mm
Jul-09-2018,3560.00,,,,,,,,,,,,,,,14.09mm
Jul-10-2018,3551.00,,,,,,,,,,,,,,,15.23mm
Jul-11-2018,3552.00,,,,,,,,,,,,,,,13.62mm
Jul-12-2018,3582.00,,,,,,,,,,,,,,,13.39mm
Jul-13-2018,3648.00,,,,,,,,,,,,,,,17.49mm
Jul-17-2018,3739.00,,,,,,,,,,,,,,,25.41mm
Jul-18-2018,3663.00,,,,,,,,,,,,,,,23.36mm
Jul-19-2018,3718.00,,,,,,,,,,,,,,,15.73mm
Jul-20-2018,3732.00,,,,,,,,,,,,,,,13.83mm
Jul-23-2018,3637.00,,,,,,,,,,,,,,,12.27mm
Jul-24-2018,3703.00,,,,,,,,,,,,,,,14.69mm
Jul-25-2018,3715.00,,,,,,,,,,,,,,,12.76mm
Jul-26-2018,3758.00,,,,,,,,,,,,,,,20.06mm
Jul-27-2018,3790.00,,,,,,,,,,,,,,,13.93mm
Jul-30-2018,3754.00,,,,,,,,,,,,,,,11.42mm
Jul-31-2018,3676.00,,,,,,,,,,,,,3676,,29.03mm
Aug-01-2018,3910.00,,,,,,,,,,,,,,,45.86mm
Aug-02-2018,3822.00,,,,,,,,,,,,,,,27.73mm
Aug-03-2018,3826.00,,,,,,,,,,,,,,,21.54mm
Aug-06-2018,3689.00,,,,,,,,,,,,,,,22.18mm
Aug-07-2018,3724.00,,,,,,,,,,,,,,,12.84mm
Aug-08-2018,3712.00,,,,,,,,,,,,,,,13.96mm
Aug-09-2018,3740.00,,,,,,,,,,,,,,,12.59mm
Aug-10-2018,3650.00,,,,,,,,,,,,,,,14.26mm
Aug-13-2018,3568.00,,,,,,,,,,,,,,,17.17mm
Aug-14-2018,3591.00,,,,,,,,,,,,,,,9.68mm
Aug-15-2018,3485.00,,,,,,,,,,,,,,,20.72mm
Aug-16-2018,3450.00,,,,,,,,,,,,,,,25.44mm
Aug-17-2018,3544.00,,,,,,,,,,,,,,,18.14mm
Aug-20-2018,3667.00,,,,,,,,,,,,,,,21.29mm
Aug-21-2018,3700.00,,,,,,,,,,,,,,,21.88mm
Aug-22-2018,3756.00,,,,,,,,,,,,,,,16.39mm
Aug-23-2018,3740.00,,,,,,,,,,,,,,,14.34mm
Aug-24-2018,3787.00,,,,,,,,,,,,,,,13.25mm
Aug-27-2018,3885.00,,,,,,,,,,,,,,,19.28mm
Aug-28-2018,3867.00,,,,,,,,,,,,,,,17.17mm
Aug-29-2018,3923.00,,,,,,,,,,,,,,,16.91mm
Aug-30-2018,3999.00,,,,,,,,,,,,,3999,,36.73mm
Aug-31-2018,4016.00,,,,,,,,,,,,,,,23.90mm
Sep-03-2018,4009.00,,,,,,,,,,,,,4009,,19.72mm
Sep-04-2018,3975.00,,,,,,,,,,,,,,,17.58mm
Sep-05-2018,3965.00,,,,,,,,,,,,,,,15.03mm
Sep-06-2018,3822.00,,,,,,,,,,,,,,,32.41mm
Sep-07-2018,3853.00,,,,,,,,,,,,,,,17.56mm
Sep-10-2018,3864.00,,,,,,,,,,,,,,,13.73mm
Sep-11-2018,3915.00,,,,,,,,,,,,,,,13.04mm
Sep-12-2018,3934.00,,,,,,,,,,,,,,,14.52mm
Sep-13-2018,3874.00,,,,,,,,,,,,,,,15.38mm
Sep-14-2018,3813.00,,,,,,,,,,,,,,,20.66mm
Sep-18-2018,3905.00,,,,,,,,,,,,,,,18.90mm
Sep-19-2018,4000.00,,,,,,,,,,,,,,,20.34mm
Sep-20-2018,4192.00,,,,,,,,,,,,,,,42.82mm
Sep-21-2018,4172.00,,,,,,,,,,,,,,,28.77mm
Sep-25-2018,4160.00,,,,,,,,,,,,,,,19.31mm
Sep-26-2018,4140.00,,,,,,,,,,4140,,,,,18.52mm
Sep-27-2018,4083.00,,,,,,,,,,,,,,,16.42mm
Sep-28-2018,4146.00,,,,,,,,,,,,,,,16.18mm
Oct-01-2018,4204.00,,,,,,,,,,,,,,,17.63mm
Oct-02-2018,4218.00,,,,,,,,,,,,,,,16.20mm
Oct-03-2018,4133.00,,,,,,,,,,,,,,,16.57mm
Oct-04-2018,4079.00,,,,,,,,,,,,,,,26.12mm
Oct-05-2018,4118.00,,,,,,,,,,,,,,,15.80mm
Oct-09-2018,4014.00,,,,,,,,,,,,,,,16.70mm
Oct-10-2018,3990.00,,,,,,,,,,,,,,,15.39mm
Oct-11-2018,3865.00,,,,,,,,,,,,,,,20.28mm
Oct-12-2018,4000.00,,,,,,,,,,,,,,,18.60mm
Oct-15-2018,3919.00,,,,,,,,,,,,,,,13.88mm
Oct-16-2018,3953.00,,,,,,,,,,,,,,,12.17mm
Oct-17-2018,3977.00,,,,,,,,,,,,,,,12.04mm
Oct-18-2018,3964.00,,,,,,,,,,,,,,,10.37mm
Oct-19-2018,3807.00,,,,,,,,,,,,,,,24.59mm
Oct-22-2018,3805.00,,,,,,,,,,,,,,,14.98mm
Oct-23-2018,3752.00,,,,,,,,,,,,,,,11.39mm
Oct-24-2018,3714.00,,,,,,,,,,,,,,,13.69mm
Oct-25-2018,3545.00,,,,,,,,,,,,,,,19.97mm
Oct-26-2018,3481.00,,,,,,,,,,,,,,,23.66mm
Oct-29-2018,3467.00,,,,,,,,,,,,,,,19.11mm
Oct-30-2018,3525.00,,,,,,,,,,,,,3525,,17.27mm
Oct-31-2018,3516.00,,,,,,,,,,,,,3516,,33.38mm
Nov-01-2018,3532.00,,,,,,,,,,,,,,,17.09mm
Nov-02-2018,3597.00,,,,,,,,,,,,,,,19.27mm
Nov-05-2018,3499.00,,,,,,,,,,,,,,,15.42mm
Nov-06-2018,3534.00,,,,,,,,,,,,,,,10.76mm
Nov-07-2018,3599.00,,,,,,,,,,,,,,,20.76mm
Nov-08-2018,3743.00,,,,,,,,,,,,,,,18.91mm
Nov-09-2018,3644.00,,,,,,,,,,,,,,,15.59mm
Nov-12-2018,3629.00,,,,,,,,,,,,,,,12.26mm
Nov-13-2018,3556.00,,,,,,,,,,,,,,,15.83mm
Nov-14-2018,3537.00,,,,,,,,,,,,,,,12.86mm
Nov-15-2018,3505.00,,,,,,,,,,,,,,,10.13mm
Nov-16-2018,3186.00,,,,,,,,,,,,,,,49.09mm
Nov-19-2018,3310.00,,,,,,,,,,,,,,,24.05mm
Nov-20-2018,3122.00,,,,,,,,,,,,,,,31.78mm
Nov-21-2018,3102.00,,,,,,,,,,,,,,,31.53mm
Nov-22-2018,3141.00,,,,,,,,,,,,,,,21.93mm
Nov-26-2018,3232.00,,,,,,,,,,,,,,,21.84mm
Nov-27-2018,3268.00,,,,,,,,,,,,,,,18.08mm
Nov-28-2018,3350.00,,,,,,,,,,,,,,,17.49mm
Nov-29-2018,3486.00,,,,,,,,,,,,,,,29.90mm
Nov-30-2018,3461.00,,,,,,,,,,,,,,,27.89mm
Dec-03-2018,3484.00,,,,,,,,,,,,,,,14.41mm
Dec-04-2018,3300.00,,,,,,,,,,,,,,,28.66mm
Dec-05-2018,3328.00,,,,,,,,,,,,,,,19.71mm
Dec-06-2018,3192.00,,,,,,,,,,,,,,,25.59mm
Dec-07-2018,3288.00,,,,,,,,,,,,,,,21.69mm
Dec-10-2018,3283.00,,,,,,,,,,,,,,,21.44mm
Dec-11-2018,3262.00,,,,,,,,,,,,,,,20.85mm
Dec-12-2018,3268.00,,,,,,,,,,,,,,,17.45mm
Dec-13-2018,3283.00,,,,,,,,,,,,,,,17.95mm
Dec-14-2018,3197.00,,,,,,,,,,3197,,,,,24.80mm
Dec-17-2018,3207.00,,,,,,,,,,,,,,,15.84mm
Dec-18-2018,3099.00,,,,,,,,,,,,,,,20.31mm
Dec-19-2018,3000.00,,,,,,,,,,,,,,,26.43mm
Dec-20-2018,3021.00,,,,,,,,,,,,,,,32.29mm
Dec-21-2018,2902.50,,,,,,,,,,,,,,,28.24mm
Dec-25-2018,2777.00,,,,,,,,,,,,,,,33.89mm
Dec-26-2018,2811.50,,,,,,,,,,,,,,,29.21mm
Dec-27-2018,2931.00,,,,,,,,,,,,,,,23.59mm
Dec-28-2018,2928.50,,,,,,,,,,,,,,,20.45mm
Jan-04-2019,2803.00,,,,,,,,,,,,,,,25.81mm
Jan-07-2019,2967.00,,,,,,,,,,,,,,,19.34mm
Jan-08-2019,3002.00,,,,,,,,,,,,,,,16.63mm
Jan-09-2019,3073.00,,,,,,,,,,,,,,,19.11mm
Jan-10-2019,2979.50,,,,,,,,,,,,,,,20.21mm
Jan-11-2019,3033.00,,,,,,,,,,,,,,,12.01mm
Jan-15-2019,3173.00,,,,,,,,,,,,,,,28.71mm
Jan-16-2019,3194.00,,,,,,,,,,,,,,,18.13mm
Jan-17-2019,3315.00,,,,,,,,,,,,,,,26.92mm
Jan-18-2019,3385.00,,,,,,,,,,,,,,,22.70mm
Jan-21-2019,3374.00,,,,,,,,,,,,,,,19.25mm
Jan-22-2019,3370.00,,,,,,,,,,,,,,,17.41mm
Jan-23-2019,3368.00,,,,,,,,,,,,,,,16.25mm
Jan-24-2019,3388.00,,,,,,,,,,,,,,,14.85mm
Jan-25-2019,3389.00,,,,,,,,,,,,,,,13.67mm
Jan-28-2019,3291.00,,,,,,,,,,,,,,,15.40mm
Jan-29-2019,3346.00,,,,,,,,,,,,,,,25.10mm
Jan-30-2019,3315.00,,,,,,,,,,,,,,,13.98mm
Jan-31-2019,3383.00,,,,,,,,,,,,,3383,,22.51mm
Feb-01-2019,3072.00,,,,,,,,,,,,,3072,,46.04mm
Feb-04-2019,3226.00,,,,,,,,,,,,,,,32.65mm
Feb-05-2019,3124.00,,,,,,,,,,,,,,,22.69mm
Feb-06-2019,2950.50,,,,,,,,,,,,,,,37.23mm
Feb-07-2019,2931.50,,,,,,,,,,,,,,,33.49mm
Feb-08-2019,2928.00,,,,,,,,,,,,,,,21.30mm
Feb-12-2019,2923.50,,,,,,,,,,,,,,,22.20mm
Feb-13-2019,2999.50,,,,,,,,,,,,,,,18.54mm
Feb-14-2019,2981.00,,,,,,,,,,,,,,,18.82mm
Feb-15-2019,2925.00,,,,,,,,,,,,,,,22.38mm
Feb-18-2019,2967.50,,,,,,,,,,,,,,,15.85mm
Feb-19-2019,2937.50,,,,,,,,,,,,,,,14.99mm
Feb-20-2019,2967.50,,,,,,,,,,,,,,,15.34mm
Feb-21-2019,2990.50,,,,,,,,,,,,,,,17.68mm
Feb-22-2019,3003.00,,,3003,,,,,,,,,,,,15.94mm
Feb-25-2019,3032.00,,,,,,,,,,,,,,,29.25mm
Feb-26-2019,3047.00,,,,,,,,,,,,,,,12.35mm
Feb-27-2019,3133.00,,,,,,,,,,,,,,,19.56mm
Feb-28-2019,3044.00,,,,,,,,,,,,,,,20.05mm
Mar-01-2019,3089.00,,,,,,,,,,,,,,,14.66mm
Mar-04-2019,3040.00,,,,,,,,,,,,,,,18.28mm
Mar-05-2019,3035.00,,,,,,,,,,,,,,,17.06mm
Mar-06-2019,3108.00,,,,,,,,,,,,,,,21.72mm
Mar-07-2019,3048.00,,,,,,,,,,,,,,,15.34mm
Mar-08-2019,2966.50,,,,,,,,,,,,,,,20.22mm
Mar-11-2019,2960.50,,,,,,,,,,,,,,,16.79mm
Mar-12-2019,3062.00,,,,,,,,,,,,,,,37.67mm
Mar-13-2019,3084.00,,,,,,,,,,,,,,,21.99mm
Mar-14-2019,3028.00,,,,,,,,,,,,,,,28.01mm
Mar-15-2019,3109.00,,,,,,,,,,,,,,,24.55mm
Mar-18-2019,3202.00,,,3202,,,,,,,,,,,,24.94mm
Mar-19-2019,3149.00,,,,,,,,,,,3149,,,,18.18mm
Mar-20-2019,3048.00,,,,,,,,,,,,,,,29.35mm
Mar-22-2019,3070.00,,,,,,,,,,,,,,,19.53mm
Mar-25-2019,3045.00,,,,,,,,,,,,,,,14.06mm
Mar-26-2019,3190.00,,,,,,,,,,,,,,,38.97mm
Mar-27-2019,3135.00,,,,,,,,,,3135,,,,,20.91mm
Mar-28-2019,3173.00,,,,,,,,,,,,,,,19.12mm
Mar-29-2019,3156.00,,,,,,,,,,,,,,,17.03mm
Apr-01-2019,3192.00,,,,,,,,,,,,,,,16.48mm
Apr-02-2019,3201.00,,,,,,,,,,,,,,,17.99mm
Apr-03-2019,3244.00,,,,,,,,,,,,,,,14.15mm
Apr-04-2019,3245.00,,,,,,,,,,,,,,,13.79mm
Apr-05-2019,3321.00,,,,,,,,,,,,,,,22.41mm
Apr-08-2019,3261.00,,,,,,,,,,,,,,,22.30mm
Apr-09-2019,3324.00,,,,,,,,,,,,,,,16.85mm
Apr-10-2019,3292.00,,,,,,,,,,,,,,,14.70mm
Apr-11-2019,3295.00,,,,,,,,,,,,,,,12.22mm
Apr-12-2019,3365.00,,,,,,,,,,,,,,,18.84mm
Apr-15-2019,3428.00,,,,,,,,,,,,,,,18.48mm
Apr-16-2019,3446.00,,,,,,,,,,,,,,,16.85mm
Apr-17-2019,3483.00,,,,,,,,,,,,,,,18.44mm
Apr-18-2019,3435.00,,,,,,,,,,,,,,,19.26mm
Apr-19-2019,3920.00,,,,,,,,,,,,,,,89.19mm
Apr-22-2019,3856.00,,,,,,,,,,,,,,,41.68mm
Apr-23-2019,3717.00,,,,,,,,,,,,,,,33.40mm
Apr-24-2019,3800.00,,,,,,,,,,,,,,,31.50mm
Apr-25-2019,3851.00,,,,,,,,,,,,,3851,,32.27mm
Apr-26-2019,3800.00,,,,,,,,,,,,,3800,,47.17mm
May-07-2019,3722.00,,,,,,,,,,,,,,,26.99mm
May-08-2019,3713.00,,,,,,,,,,,,,,,17.32mm
May-09-2019,3676.00,,,,,,,,,,,,,,,14.78mm
May-10-2019,3700.00,,,,,,,,,,,,,,,17.97mm
May-13-2019,3699.00,,,,,,,,,,,,,,,11.45mm
May-14-2019,3702.00,,,,,,,,,,,,,,,16.85mm
May-15-2019,3741.00,,,,,,,,,,,,,,,11.24mm
May-16-2019,3688.00,,,,,,,,,,,,,,,14.98mm
May-17-2019,3769.00,,,,,,,,,,,,,,,15.95mm
May-20-2019,3821.00,,,,,,,,,,,,,,,13.01mm
May-21-2019,3798.00,,,,,,,,,,,,,,,13.88mm
May-22-2019,3828.00,,,,,,,,,,,,,,,13.79mm
May-23-2019,3863.00,,,,,,,,,,,,,,,18.37mm
May-24-2019,3908.00,,,,,,,,,,,,,,,15.89mm
May-27-2019,3873.00,,,,,,,,,,,,,,,12.03mm
May-28-2019,3911.00,,,,,,,,,,,,,,,11.18mm
May-29-2019,3896.00,,,,,,,,,,,,,,,17.70mm
May-30-2019,3840.00,,,,,,,,,,,,,,,14.20mm
May-31-2019,3870.00,,,,,,,,,,,,,,,15.49mm
Jun-03-2019,3852.00,,,,,,,,,,,,,,,15.01mm
Jun-04-2019,3765.00,,,,,,,,,,,,,,,16.67mm
Jun-05-2019,3877.00,,,,,,,,,,,,,,,14.59mm
Jun-06-2019,3858.00,,,,,,,,,,,,,,,11.28mm
Jun-07-2019,3915.00,,,,,,,,,,,,,,,13.55mm
Jun-10-2019,3970.00,,,,,,,,,,,,,,,12.96mm
Jun-11-2019,3937.00,,,,,,,,,,,,,,,10.11mm
Jun-12-2019,3798.00,,,,,,,,,,,,,,,24.38mm
Jun-13-2019,3739.00,,,,,,,,,,,,,,,17.53mm
Jun-14-2019,3757.00,,,,,,,,,,,,,,,11.27mm
Jun-17-2019,3745.00,,,,,,,,,,,,,,,8.99mm
Jun-18-2019,3770.00,,,,,,,,,,,,,,,12.08mm
Jun-19-2019,3785.00,,,,,,,,,,,,,,,11.76mm
Jun-20-2019,3856.00,,,,,,,,,,,,,,,13.46mm
Jun-21-2019,3829.00,,,,,,,,,,,,,,,10.94mm
Jun-24-2019,3815.00,,,,,,,,,,,,,,,9.34mm
Jun-25-2019,3815.00,,,,,,,,,,,,,,,11.18mm
Jun-26-2019,3825.00,,,,,,,,,,,,,,,12.86mm
Jun-27-2019,3938.00,,,,,,,,,,,,,3938,,21.34mm
Jun-28-2019,3949.00,,,,,,,,,,,,,,,14.55mm
Jul-01-2019,4005.00,,,,,,,,,,,,,,,14.21mm
Jul-02-2019,4014.00,,,,,,,,,,,,,,,13.13mm
Jul-03-2019,4062.00,,,,,,,,,,,,,,,15.34mm
Jul-04-2019,4057.00,,,,,,,,,,,,,,,10.35mm
Jul-05-2019,4075.00,,,,,,,,,,,,,,,7.86mm
Jul-08-2019,4051.00,,,,,,,,,,,,,,,10.63mm
Jul-09-2019,4054.00,,,,,,,,,,,,,,,8.96mm
Jul-10-2019,4000.00,,,,,,,,,,,,,,,12.48mm
Jul-11-2019,4166.00,,,,,,,,,,,,,,,28.17mm
Jul-12-2019,4165.00,,,,,,,,,,,,,,,12.88mm
Jul-16-2019,4161.00,,,,,,,,,,,,,,,8.66mm
Jul-17-2019,4135.00,,,,,,,,,,,,,,,10.25mm
Jul-18-2019,4095.00,,,,,,,,,,,,,,,12.25mm
Jul-19-2019,4119.00,,,,,,,,,,,,,,,8.96mm
Jul-22-2019,4021.00,,,,,,,,,,,,,,,13.29mm
Jul-23-2019,3995.00,,,,,,,,,,,,,,,11.75mm
Jul-24-2019,3985.00,,,,,,,,,,,,,,,10.53mm
Jul-25-2019,4018.00,,,,,,,,,,,,,,,9.21mm
Jul-26-2019,4022.00,,,,,,,,,,,,,,,8.49mm
Jul-29-2019,4032.00,,,,,,,,,,,,,,,8.48mm
Jul-30-2019,4059.00,,,,,,,,,,,,,4059,,8.96mm
Jul-31-2019,4010.00,,,,,,,,,,,,,,,25.38mm
Aug-01-2019,4144.00,,,,,,,,,,,,,,,24.02mm
Aug-02-2019,4029.00,,,,,,,,,,,,,,,22.78mm
Aug-05-2019,3933.00,,,,,,,,,,,,,,,15.00mm
Aug-06-2019,3894.00,,,,,,,,,,,,,,,17.92mm
Aug-07-2019,3918.00,,,,,,,,,,,,,,,12.32mm
Aug-08-2019,3932.00,,,,,,,,,,,,,,,10.53mm
Aug-09-2019,3944.00,,,,,,,,,,,,,,,10.90mm
Aug-13-2019,3841.00,,,,,,,,,,,,,,,11.15mm
Aug-14-2019,4007.00,,,,,,,,,,,,,,,17.36mm
Aug-15-2019,3990.00,,,,,,,,,,,,,,,17.14mm
